PRES hPa,HGHT m,TEMP C,DWPT C,RELH %,MIXR g/kg,DRCT deg,SPED m/s,THTA K,THTE K,THTV K
853.7,1474,16.6,-2.4,27,3.75,329,5.1,303.1,314.8,303.8
853.1,1483,16.5,-3,26,3.59,360,8,303.1,314.3,303.7
852.4,1492,16.3,-3.6,25,3.44,360,8,303,313.8,303.6
851.8,1497,16.2,-4.2,24,3.29,360,8,302.9,313.2,303.5
851.2,1502,16.1,-4.8,23,3.14,360,8,302.8,312.7,303.4
850.6,1506,15.9,-5.5,23,2.99,360,8,302.7,312.2,303.3
850,1511,15.8,-6.1,22,2.84,360,8,302.7,311.6,303.2
849.3,1517,15.6,-7,20,2.65,359,7.6,302.6,311,303.1
848.9,1520,15.6,-7.1,20,2.65,358,7.5,302.5,310.9,303
848.4,1526,15.5,-7.1,21,2.65,357,7.2,302.5,310.9,303
847.9,1531,15.3,-7.1,21,2.64,356,7,302.4,310.8,302.9
847.4,1537,15.2,-7.1,21,2.64,355,6.7,302.3,310.7,302.8
846.8,1543,15.1,-7.1,21,2.64,353,6.5,302.3,310.6,302.8
846.2,1548,15,-7.2,21,2.63,352,6.3,302.2,310.6,302.7
845.6,1554,14.9,-7.2,21,2.63,350,6,302.2,310.5,302.7
845.1,1560,14.8,-7.2,21,2.63,349,5.8,302.1,310.4,302.6
844.5,1566,14.7,-7.3,21,2.62,349,6,302.1,310.3,302.5
843.9,1572,14.6,-7.3,21,2.62,349,6.1,302,310.3,302.5
843.3,1578,14.4,-7.3,22,2.62,349,6.3,301.9,310.2,302.4
842.7,1584,14.3,-7.3,22,2.61,349,6.4,301.9,310.1,302.4
842,1590,14.2,-7.3,22,2.61,349,6.6,301.9,310.1,302.3
841.4,1596,14.2,-7.3,22,2.61,349,6.7,301.9,310.1,302.3
840.8,1602,14.1,-7.3,22,2.62,349,6.9,301.8,310.1,302.3
840.2,1609,14,-7.4,22,2.62,349,7,301.8,310.1,302.3
839.5,1615,13.9,-7.4,22,2.62,349,7.2,301.8,310.1,302.3
838.9,1622,13.9,-7.4,22,2.62,350,7.3,301.8,310.1,302.3
838.2,1629,13.8,-7.4,22,2.62,350,7.5,301.8,310,302.2
837.6,1635,13.7,-7.4,22,2.62,350,7.6,301.7,310,302.2
837,1642,13.6,-7.4,23,2.62,350,7.8,301.7,310,302.2
836.3,1648,13.6,-7.4,23,2.62,350,7.8,301.7,310,302.2
835.7,1654,13.5,-7.4,23,2.62,350,7.8,301.7,310,302.2
835,1661,13.4,-7.4,23,2.62,350,7.7,301.7,310,302.2
834.4,1667,13.3,-7.4,23,2.63,350,7.7,301.7,310,302.2
833.8,1673,13.2,-7.4,23,2.63,350,7.7,301.7,309.9,302.1
833.2,1679,13.2,-7.4,23,2.63,349,7.7,301.6,309.9,302.1
832.6,1685,13.1,-7.4,23,2.63,349,7.7,301.6,309.9,302.1
832,1692,13,-7.4,23,2.62,349,7.7,301.6,309.9,302.1
831.3,1698,13,-7.5,23,2.62,349,7.7,301.6,309.9,302.1
830.7,1705,12.9,-7.5,23,2.62,349,7.6,301.6,309.9,302.1
830,1711,12.8,-7.5,24,2.62,349,7.6,301.6,309.9,302.1
829.4,1718,12.8,-7.5,24,2.62,349,7.6,301.6,309.9,302.1
828.7,1725,12.7,-7.5,24,2.62,349,7.6,301.6,309.9,302.1
828,1731,12.6,-7.5,24,2.62,349,7.6,301.6,309.9,302.1
827.4,1738,12.6,-7.5,24,2.62,349,7.6,301.6,309.9,302.1
826.8,1744,12.5,-7.6,24,2.62,349,7.6,301.6,309.8,302.1
826.1,1751,12.4,-7.6,24,2.62,349,7.5,301.6,309.8,302.1
825.5,1757,12.4,-7.6,24,2.61,348,7.5,301.6,309.8,302.1
824.8,1764,12.3,-7.6,24,2.61,347,7.5,301.6,309.8,302.1
824.2,1771,12.2,-7.6,24,2.61,347,7.5,301.6,309.8,302
823.4,1777,12.1,-7.6,24,2.61,346,7.5,301.6,309.8,302
822.6,1785,12.1,-7.6,24,2.61,345,7.5,301.6,309.8,302
821.8,1794,12,-7.7,25,2.61,344,7.5,301.6,309.8,302.1
821.2,1800,11.9,-7.7,25,2.61,344,7.5,301.6,309.8,302.1
820.2,1811,11.8,-7.7,25,2.61,343,7.5,301.6,309.8,302.1
819.4,1819,11.7,-7.7,25,2.61,342,7.6,301.6,309.8,302.1
818.7,1827,11.7,-7.7,25,2.61,341,7.6,301.6,309.8,302.1
817.9,1835,11.6,-7.7,25,2.61,340,7.6,301.6,309.8,302.1
817.2,1842,11.5,-7.7,25,2.61,339,7.6,301.6,309.8,302
816.5,1849,11.4,-7.8,25,2.61,339,7.6,301.6,309.8,302
815.8,1857,11.4,-7.8,25,2.61,338,7.6,301.6,309.8,302
815,1864,11.3,-7.8,26,2.61,337,7.6,301.5,309.8,302
814.4,1871,11.2,-7.8,26,2.61,336,7.6,301.5,309.8,302
813.7,1878,11.1,-7.8,26,2.61,335,7.7,301.5,309.8,302
813,1885,11.1,-7.8,26,2.61,335,7.7,301.5,309.8,302
812.4,1892,11,-7.8,26,2.61,334,7.7,301.5,309.7,302
811.7,1898,10.9,-7.8,26,2.61,333,7.7,301.5,309.7,302
811,1905,10.8,-7.9,26,2.61,333,7.8,301.5,309.7,302
810.4,1911,10.8,-7.9,26,2.61,332,7.8,301.5,309.7,302
809.7,1918,10.7,-7.9,26,2.61,332,7.9,301.5,309.7,302
809,1924,10.6,-7.9,26,2.61,332,8,301.5,309.7,302
808.4,1931,10.6,-7.9,26,2.6,331,8,301.5,309.7,302
807.7,1938,10.5,-7.9,27,2.6,331,8.1,301.5,309.7,302
807,1946,10.4,-7.9,27,2.6,331,8.1,301.5,309.7,302
806.3,1953,10.3,-8,27,2.6,330,8.2,301.5,309.7,302
805.6,1960,10.3,-8,27,2.6,330,8.2,301.5,309.7,302
804.9,1967,10.2,-8,27,2.6,330,8.3,301.5,309.7,302
804.2,1975,10.1,-8,27,2.6,330,8.4,301.5,309.7,302
803.5,1982,10.1,-8,27,2.6,329,8.4,301.5,309.7,302
802.8,1990,10,-8,27,2.6,329,8.5,301.5,309.7,302
802,1998,9.9,-8,27,2.6,329,8.5,301.5,309.7,302
801.3,2005,9.9,-8,27,2.6,328,8.6,301.5,309.7,302
800.6,2013,9.8,-8,28,2.6,328,8.7,301.5,309.7,302
799.9,2020,9.7,-8.1,28,2.6,328,8.7,301.5,309.7,302
799.2,2027,9.7,-8.1,28,2.6,328,8.8,301.5,309.7,302
798.5,2034,9.6,-8.1,28,2.6,327,8.8,301.5,309.7,302
797.9,2040,9.5,-8.1,28,2.6,327,8.9,301.5,309.7,302
797.2,2047,9.5,-8.1,28,2.6,327,8.8,301.5,309.7,302
796.6,2054,9.4,-8.1,28,2.6,327,8.8,301.5,309.7,302
795.9,2061,9.3,-8.1,28,2.6,327,8.7,301.5,309.7,302
795.3,2067,9.3,-8.1,28,2.6,326,8.7,301.5,309.7,302
794.7,2074,9.2,-8.2,28,2.6,326,8.6,301.5,309.7,302
794,2081,9.1,-8.2,29,2.6,326,8.6,301.5,309.7,302
793.3,2087,9,-8.2,29,2.59,326,8.5,301.5,309.7,302
792.6,2094,9,-8.2,29,2.59,326,8.5,301.5,309.7,302
792,2100,8.9,-8.3,29,2.59,326,8.4,301.5,309.7,302
791.3,2108,8.8,-8.3,29,2.59,325,8.4,301.5,309.6,302
790.6,2116,8.8,-8.3,29,2.58,325,8.3,301.5,309.6,302
789.9,2124,8.7,-8.3,29,2.58,325,8.3,301.5,309.6,301.9
789.1,2132,8.6,-8.3,29,2.58,325,8.2,301.5,309.6,302
788.4,2139,8.5,-8.4,29,2.58,325,8.2,301.5,309.6,302
787.6,2147,8.5,-8.4,29,2.58,324,8.1,301.5,309.6,302
786.9,2155,8.4,-8.4,29,2.57,324,8.1,301.5,309.6,302
786.1,2163,8.3,-8.4,30,2.58,324,8,301.5,309.6,302
785.5,2171,8.3,-8.4,30,2.57,324,8,301.5,309.6,302
784.8,2178,8.2,-8.4,30,2.57,324,7.9,301.5,309.6,302
784.1,2185,8.1,-8.5,30,2.57,324,7.9,301.5,309.6,302
783.4,2192,8,-8.5,30,2.57,323,7.9,301.5,309.6,302
782.7,2199,8,-8.5,30,2.57,322,7.9,301.5,309.6,302
782,2206,7.9,-8.5,30,2.57,321,7.9,301.5,309.6,302
781.3,2213,7.8,-8.5,30,2.57,321,7.9,301.5,309.6,302
780.6,2221,7.8,-8.5,30,2.57,320,7.9,301.5,309.6,302
779.9,2228,7.7,-8.5,31,2.57,319,7.9,301.5,309.6,302
779.2,2236,7.6,-8.5,31,2.57,319,7.9,301.5,309.6,302
778.5,2243,7.5,-8.6,31,2.57,318,7.9,301.5,309.6,302
777.8,2251,7.5,-8.6,31,2.57,317,8,301.5,309.6,302
777.2,2259,7.4,-8.6,31,2.57,317,8,301.5,309.6,302
776.6,2265,7.3,-8.6,31,2.57,316,8,301.5,309.6,302
775.9,2272,7.3,-8.6,31,2.56,316,8,301.5,309.6,302
775.3,2278,7.2,-8.7,31,2.56,315,8,301.5,309.6,302
774.7,2284,7.1,-8.7,31,2.56,314,8,301.5,309.6,302
774.1,2290,7.1,-8.7,32,2.56,314,8.1,301.5,309.5,301.9
773.5,2296,7,-8.7,32,2.56,313,8.1,301.5,309.5,301.9
772.9,2302,6.9,-8.7,32,2.55,312,8.1,301.5,309.5,301.9
772.3,2309,6.9,-8.8,32,2.55,312,8.1,301.5,309.5,301.9
771.8,2315,6.8,-8.8,32,2.55,311,8.1,301.4,309.5,301.9
771.2,2321,6.7,-8.8,32,2.55,310,8.2,301.4,309.5,301.9
770.6,2327,6.7,-8.8,32,2.54,310,8.1,301.4,309.5,301.9
770,2334,6.6,-8.8,32,2.54,310,8,301.4,309.4,301.9
769.3,2340,6.5,-8.9,32,2.54,310,8,301.4,309.5,301.9
768.7,2347,6.5,-8.9,32,2.54,310,7.9,301.4,309.5,301.9
768.1,2354,6.4,-8.9,33,2.55,310,7.8,301.4,309.5,301.9
767.5,2361,6.3,-8.9,33,2.55,310,7.8,301.4,309.5,301.9
766.8,2368,6.3,-8.9,33,2.55,310,7.7,301.4,309.5,301.9
766.2,2374,6.2,-8.9,33,2.55,310,7.6,301.4,309.5,301.9
765.5,2381,6.1,-8.9,33,2.55,310,7.6,301.4,309.5,301.9
764.8,2388,6.1,-8.9,33,2.56,310,7.5,301.4,309.5,301.9
764.2,2396,6,-8.9,34,2.56,310,7.4,301.4,309.5,301.9
763.8,2400,6,-8.9,34,2.56,310,7.4,301.4,309.5,301.9
762.9,2410,5.9,-8.9,34,2.56,310,7.3,301.4,309.5,301.9
762.2,2417,5.8,-8.9,34,2.56,310,7.2,301.4,309.5,301.9
761.5,2425,5.7,-8.9,34,2.56,310,7.2,301.4,309.5,301.9
760.8,2432,5.7,-8.9,34,2.56,310,7.1,301.5,309.5,301.9
760.1,2439,5.6,-8.9,34,2.56,310,7,301.5,309.5,301.9
759.5,2446,5.5,-8.9,34,2.56,310,7,301.4,309.5,301.9
758.8,2454,5.4,-9,35,2.56,310,6.9,301.4,309.5,301.9
758.1,2461,5.4,-9,35,2.55,310,6.8,301.5,309.5,301.9
757.5,2469,5.3,-9,35,2.55,309,6.8,301.4,309.5,301.9
756.8,2476,5.2,-9,35,2.55,308,6.8,301.4,309.5,301.9
756.2,2483,5.2,-9.1,35,2.54,308,6.7,301.4,309.5,301.9
755.5,2489,5.1,-9.1,35,2.54,307,6.7,301.4,309.5,301.9
754.9,2496,5,-9.1,35,2.54,306,6.7,301.4,309.4,301.9
754.2,2503,5,-9.1,35,2.54,305,6.6,301.4,309.4,301.9
753.5,2510,4.9,-9.2,35,2.53,305,6.6,301.4,309.4,301.9
752.9,2516,4.8,-9.2,35,2.53,304,6.6,301.4,309.4,301.9
752.2,2524,4.8,-9.2,36,2.53,303,6.6,301.5,309.4,301.9
751.6,2531,4.7,-9.2,36,2.53,302,6.5,301.5,309.5,301.9
750.9,2539,4.7,-9.3,36,2.52,301,6.5,301.5,309.5,302
750.3,2546,4.6,-9.3,36,2.52,301,6.5,301.5,309.5,302
749.6,2554,4.6,-9.3,36,2.52,300,6.5,301.6,309.5,302
749,2561,4.5,-9.3,36,2.51,299,6.4,301.6,309.5,302.1
748.4,2569,4.5,-9.4,36,2.51,298,6.4,301.6,309.5,302.1
747.7,2575,4.5,-9.4,36,2.51,297,6.4,301.7,309.6,302.1
747.1,2580,4.4,-9.4,36,2.5,296,6.4,301.7,309.6,302.1
746.6,2586,4.4,-9.5,36,2.5,296,6.4,301.7,309.6,302.1
746.1,2591,4.3,-9.5,36,2.49,295,6.4,301.7,309.6,302.2
745.7,2596,4.3,-9.5,36,2.49,294,6.4,301.7,309.6,302.2
745.2,2602,4.2,-9.5,36,2.49,293,6.4,301.7,309.6,302.2
744.7,2607,4.2,-9.6,36,2.48,292,6.4,301.7,309.6,302.2
744.2,2612,4.2,-9.6,36,2.48,291,6.5,301.7,309.6,302.2
743.7,2617,4.1,-9.6,36,2.48,289,6.6,301.8,309.6,302.2
743.3,2622,4.1,-9.6,36,2.48,288,6.6,301.8,309.6,302.2
742.8,2627,4.1,-9.6,36,2.48,287,6.7,301.8,309.7,302.3
742.3,2632,4.1,-9.6,36,2.48,286,6.7,301.8,309.7,302.3
741.8,2637,4,-9.6,36,2.48,285,6.8,301.9,309.7,302.3
741.4,2643,4,-9.6,36,2.48,284,6.8,301.9,309.7,302.3
740.9,2648,4,-9.6,36,2.48,283,6.9,301.9,309.8,302.4
740.5,2653,3.9,-9.6,36,2.48,282,6.9,301.9,309.8,302.4
740,2659,3.9,-9.7,36,2.48,281,7,301.9,309.8,302.4
739.6,2664,3.9,-9.7,37,2.48,280,7.1,301.9,309.8,302.4
739.1,2668,3.8,-9.7,37,2.48,280,7.1,302,309.8,302.4
738.7,2672,3.8,-9.7,37,2.48,279,7.1,302,309.8,302.4
738.3,2677,3.8,-9.7,37,2.48,278,7.2,302,309.9,302.5
737.9,2681,3.7,-9.7,37,2.48,277,7.2,302,309.9,302.5
737.5,2686,3.7,-9.7,37,2.48,276,7.3,302,309.9,302.5
737.1,2690,3.7,-9.7,37,2.48,275,7.4,302,309.9,302.5
736.7,2694,3.6,-9.7,37,2.48,274,7.4,302,309.9,302.5
736.3,2699,3.6,-9.7,37,2.48,274,7.4,302,309.9,302.5
735.9,2703,3.6,-9.7,37,2.48,273,7.4,302,309.9,302.5
735.4,2707,3.5,-9.7,37,2.48,273,7.3,302.1,309.9,302.5
735,2712,3.5,-9.8,37,2.48,272,7.3,302.1,309.9,302.5
734.6,2717,3.5,-9.8,37,2.48,272,7.3,302.1,309.9,302.5
734.2,2722,3.4,-9.8,37,2.48,271,7.3,302.1,309.9,302.5
733.7,2727,3.4,-9.8,37,2.48,271,7.2,302.1,310,302.6
733.3,2732,3.3,-9.8,38,2.48,270,7.2,302.1,310,302.6
732.9,2736,3.3,-9.8,38,2.48,270,7.2,302.1,310,302.6
732.4,2741,3.3,-9.8,38,2.48,269,7.2,302.2,310,302.6
732,2746,3.2,-9.8,38,2.48,268,7.1,302.2,310,302.6
731.6,2751,3.2,-9.8,38,2.48,268,7.1,302.2,310,302.6
731.1,2755,3.2,-9.9,38,2.47,267,7.1,302.2,310,302.7
730.8,2760,3.2,-9.9,38,2.47,267,7.1,302.2,310,302.7
730.4,2765,3.1,-9.9,38,2.47,266,7,302.2,310,302.7
730.1,2768,3.1,-9.9,38,2.46,266,7,302.2,310,302.7
729.7,2772,3.1,-9.9,38,2.46,265,7,302.2,310,302.7
729.3,2776,3,-10,38,2.46,264,7,302.2,310,302.7
729,2780,3,-10,38,2.46,264,7,302.2,310,302.7
728.6,2783,3,-10,38,2.45,263,6.9,302.3,310,302.7
728.2,2787,2.9,-10,38,2.45,263,6.9,302.3,310,302.7
727.9,2791,2.9,-10,38,2.45,264,6.9,302.3,310,302.7
727.4,2797,2.9,-10.1,38,2.45,264,6.9,302.3,310,302.7
727.2,2800,2.9,-10.1,38,2.44,264,6.9,302.3,310,302.7
726.8,2804,2.8,-10.1,38,2.44,264,6.9,302.3,310,302.8
726.5,2808,2.8,-10.1,38,2.43,264,6.9,302.3,310,302.8
726.1,2812,2.8,-10.2,38,2.43,264,6.8,302.4,310.1,302.8
725.8,2815,2.8,-10.2,38,2.43,264,6.8,302.4,310.1,302.8
725.5,2819,2.7,-10.2,38,2.42,265,6.8,302.4,310.1,302.8
725.1,2822,2.7,-10.2,38,2.42,265,6.8,302.4,310.1,302.8
